Sample Name	Protocol REF	Parameter Value[Organism part]	Term Source REF	Term Accession Number	Parameter Value[Trait Definition File]	Assay Name	Raw Data File	Protocol REF	Derived Data File
sample1179	Phenotyping				tdf.txt	assay560		Data transformation	d_data.txt
sample1180	Phenotyping				tdf.txt	assay191		Data transformation	d_data.txt
sample1181	Phenotyping				tdf.txt	assay741		Data transformation	d_data.txt
sample1182	Phenotyping				tdf.txt	assay1013		Data transformation	d_data.txt
sample1183	Phenotyping				tdf.txt	assay1014		Data transformation	d_data.txt
sample1184	Phenotyping				tdf.txt	assay192		Data transformation	d_data.txt
sample1185	Phenotyping				tdf.txt	assay742		Data transformation	d_data.txt
sample1186	Phenotyping				tdf.txt	assay562		Data transformation	d_data.txt
sample1187	Phenotyping				tdf.txt	assay563		Data transformation	d_data.txt
sample1188	Phenotyping				tdf.txt	assay387		Data transformation	d_data.txt
sample1189	Phenotyping				tdf.txt	assay843		Data transformation	d_data.txt
sample1190	Phenotyping				tdf.txt	assay743		Data transformation	d_data.txt
sample1191	Phenotyping				tdf.txt	assay1219		Data transformation	d_data.txt
sample1192	Phenotyping				tdf.txt	assay292		Data transformation	d_data.txt
sample1193	Phenotyping				tdf.txt	assay193		Data transformation	d_data.txt
sample1194	Phenotyping				tdf.txt	assay1130		Data transformation	d_data.txt
sample1195	Phenotyping				tdf.txt	assay1015		Data transformation	d_data.txt
sample1196	Phenotyping				tdf.txt	assay564		Data transformation	d_data.txt
sample1197	Phenotyping				tdf.txt	assay194		Data transformation	d_data.txt
sample1198	Phenotyping				tdf.txt	assay1016		Data transformation	d_data.txt
sample1199	Phenotyping				tdf.txt	assay744		Data transformation	d_data.txt
sample1200	Phenotyping				tdf.txt	assay745		Data transformation	d_data.txt
sample1201	Phenotyping				tdf.txt	assay565		Data transformation	d_data.txt
sample1202	Phenotyping				tdf.txt	assay1017		Data transformation	d_data.txt
sample1203	Phenotyping				tdf.txt	assay1018		Data transformation	d_data.txt
sample1204	Phenotyping				tdf.txt	assay746		Data transformation	d_data.txt
sample1205	Phenotyping				tdf.txt	assay566		Data transformation	d_data.txt
sample1206	Phenotyping				tdf.txt	assay195		Data transformation	d_data.txt
sample1207	Phenotyping				tdf.txt	assay567		Data transformation	d_data.txt
sample1208	Phenotyping				tdf.txt	assay1019		Data transformation	d_data.txt
sample1209	Phenotyping				tdf.txt	assay196		Data transformation	d_data.txt
sample1210	Phenotyping				tdf.txt	assay747		Data transformation	d_data.txt
sample1211	Phenotyping				tdf.txt	assay748		Data transformation	d_data.txt
sample1212	Phenotyping				tdf.txt	assay197		Data transformation	d_data.txt
